Instance,M,N,Objective,Distance,Time,TotalIteration,ElapsedTime,AlgFlag
2_16,2,16,152.607,105.213,3.63867,1000000,8.10724,3
2_16,2,16,146.636,93.2728,3.34015,1000000,7.80024,3
2_16,2,16,154.079,108.159,3.7123,1000000,105.906,3
2_16,2,16,148.776,97.5524,3.44714,1000000,106.912,3
2_16,2,16,151.205,102.411,3.56861,1000000,105.633,3
2_16,2,16,153.66,107.32,3.69133,1000000,7.79091,3
2_16,2,16,150.686,101.373,3.54266,1000000,7.77129,3
2_16,2,16,151.106,102.213,3.56365,1000000,7.83809,3
2_17,2,17,147.787,95.5742,3.53936,1000000,115.077,3
2_17,2,17,150.801,101.602,3.69004,1000000,8.19224,3
2_17,2,17,148.845,97.6903,3.59226,1000000,8.08056,3
2_17,2,17,151.497,102.994,3.72485,1000000,115.865,3
2_17,2,17,147.047,94.0933,3.50233,1000000,8.11154,3
2_17,2,17,148.821,97.6427,3.59107,1000000,8.31144,3
2_17,2,17,148.842,97.6835,3.59209,1000000,115.094,3
2_17,2,17,144.5,89.0008,3.37502,1000000,8.06287,3
2_17,2,17,146.468,92.9357,3.47339,1000000,7.9489,3
2_17,2,17,150.461,100.922,3.67304,1000000,115.709,3
2_18,2,18,162.179,124.358,4.27561,1000000,8.57142,3
2_18,2,18,163.64,127.281,4.34869,1000000,8.68016,3
2_18,2,18,162.442,124.883,4.28875,1000000,8.39002,3
2_18,2,18,160.881,121.762,4.21071,1000000,8.59892,3
2_18,2,18,161.547,123.093,4.244,1000000,102.293,3
2_18,2,18,164.607,129.213,4.397,1000000,101.361,3
2_18,2,18,164.555,129.11,4.39441,1000000,101.878,3
2_18,2,18,161.822,123.645,4.25778,1000000,101.275,3
2_18,2,18,158.965,117.93,4.11491,1000000,101.56,3
2_18,2,18,162.589,125.178,4.2961,1000000,8.35201,3
2_19,2,19,275.835,151.671,5.0751,1000000,13.144,3
2_19,2,19,278.877,157.753,5.22716,1000000,12.7986,3
2_19,2,19,277.806,155.613,5.17365,1000000,13.6691,3
2_19,2,19,277.079,154.158,5.13728,1000000,13.7432,3
2_19,2,19,277.116,154.233,5.13916,1000000,352.886,3
2_19,2,19,277.017,154.034,5.13418,1000000,351.415,3
